Review,Freshness
" 'The Reconstruction,' which clocks in at 2 hours, 43 minutes, with not a single extraneous frame, elevates the work from a robust genre film to a full-blown epic.",1
" It's the type of experience that you will never cry at in the theater, but will cry at long after, as the message fully sinks in.",1
 Despite the impressive dance sequences Love Tomorrow is lead-footed when it comes to drama and ultimately falls flat on its face.,0
 These women are so boring it's offensive. It's offensive to imagine two men trying so ardently and so poorly to guess how young women speak and behave. ,0
" It's all very personal and confessional, but it lacks an entry point for outsiders, with Hong's weirdness and structural mischief missing its mark unless one is immersed in the details of the director's life.",0
" Anyone who has seen a chick flick knows what is going to happen next, and next, and next...",0
" Aggressively, painfully quirky...",0
" Note By Note: The Making of Steinway L1307 doesn't need any cameos by celebrities, musical or otherwise, to hold our interest.",1
" ""The Darkness"" is a mostly lame, decidedly tame supernatural horror movie starring actors far better than the project at hand. And, who the f*ck is Jenny?",0
 Pedestrian direction and script sap what anarchic fun this movie could've been,0
 A paean to death by bat droppings mixed with a bit of pork.,1
 Wildly overproduced and derivative.,0
 Not up to the inspired example of its classic inspiration.,0
 The most striking thing about Nuremberg is how it manages to be frankly didactic (note the subtitle) without ever at all feeling didactic.,1
" Artful, intelligent and wilfully obtuse, Cronenberg uses his skill to hold our interest through this oddity of a film.",1
" There is a rote quality to Solo: A Star Wars Story that not only undercuts many of these thrills, but runs directly counter to the spirit of Han Solo.",0
" November is all-caps CRAZY in the best, funniest, most exhilarating way possible. A mere description cannot, I recognize, do its out-there-ness true justice. ",1
" There's little in Billy Shebar's script, the rambling direction by theater and opera helmer Chen Shi-Zheng - or Liu Ye's impassive performance as the student.",0
" None of this compensates for the overfamiliar plotline, the underdeveloped side characters, the breakbeat soundtrack, the boring shootouts and a general air of overbaked silliness. But it helps.",0
 This is easily one of the worst films I've ever had to review.,0
" Johnny Ma's Old Stone is a lean, nasty entry in a subgenre that could be termed the bureaucratic noir.",1
" Moore and Lloyd posed this paradigm in a Cold War era and it never came to pass. Leave it to the Wachowski Brothers to update it for the War on Terror, or rather its aftermath.",1
" In a movie full of affection, Sonia Braga offers what's probably the best performance of her rich carreer. [Full review in Portuguese.]",1
" Grace Lee may not have the world's most unique name, but she has created an enjoyable documentary that will not soon be forgotten.",1
" if you've considered heading for the high ground, the movie might steer you toward a less taxing hobby -- perhaps chainsaw-juggling or organizing piranha water ballets. ",1
" Zack Snyder only forgot two things -- make us care, and slightly explain yourself. ",0
 You have to applaud the work by director Lenny Abrahamson and screenwritter Emma Donoghe in creating believable characters with honest emotions to allow a balance with the extraordinary circumstances they're put in. [Full review in Spanish],1
" C'mon, Harmony. Mano a boyo. What are you really trying to prove here?",0
" Cooper is like the Guy Fieri recipe for Anthony Bourdain: an enticing surface with no substance, much like the movie itself. ",0
" It is a nice autumn surprise to watch an old-school whodunit amidst superhero extravaganzas, but it often falls victim to its own excess.",0
 Probably the most entertaining film ever based on a soft drink commercial.,1
" The running time of 146 minutes takes too much wind out of Aibileen's sails, but her tear-jerking dignity in the denouement is marvellous to behold.",1
" Beckinsale's as much vamp as vampire, and that she's clad in tight shiny leather doesn't at all hurt her contribution to the cachet of the action drama.",1
" It seems, from the flat-out filmic disaster of ""Tideland,"" that director Terry Gilliam is intent on ensuring a decisive end to his checkered filmmaking career.",0
" The Damned United beautifully demonstrates that, if you pair a truly gifted screenwriter with terrific actors, cinematic magic is possible, perhaps even likely.",1
 What a spectacular way to ruin a great character. [Full review in Spanish],0
" Although sprinkled with some good scenes, The Night Before falls short of bridging the gap between adult humor and family Christmas comedies.",0
" The characters, storytelling and animation reach Pixar-level of greatness and ""Guardians"" is the best action/animated film since ""The Incredibles.""",1
" While Man on Wire remains the better telling of Philippe Petit's story, Robert Zemeckis' The Walk is a fine adaptation of these events, culminating with one of the most breathtaking climaxes of the year.",1
" At its core, 'Arctic' is not so much about survival, but the way our connection to others can allow us to push back against hopelessness.",1
" [Achieves] level of visceral intensity that rivals the jacked-up, heart-in-mouth tension that was previously the preserve of the best fiction film-makers.",1
" It's an unabashed feel-good weeper, and those eager for that type of fare might as well settle for this one. But an equal number will be put off by the bad dialogue, transparent manipulation and saccharine overkill.",0
" You may feel like you need a drink and a shower when you come out of Naked, but at least you'll know you've been somewhere new.",1
" What works about Lawless may get audiences buzzed, but they'll never feel thrillingly soused.",1
 This is the kind of empty film that usually plays on airline flights.,0
" Well-meaning, but ultimately flawed.",0
" There are a few hilarious scenes but no character we care about, making this remake inferior to Elaine May's 1972 film.",0
 This brilliantly acted film is another home run for The Brothers Duplass; life affirming and sure to put a spring in your step.,1
" Sinister, scary, imaginative and original - despite a thin, one-dimensional storyline.",1
" The dreamlike imagery, editing, and soundtrack invoke the haze of addiction, but the writing never follows through with the message, leaving us unstirred, with little to take home and think about.",1
" A lazy comedy, innocuous and inoffensive but formulaic and tired, as well as fatally overlong.",0
 A bland rom-com that seems afraid of its own subject matter.,0
" This is what some summer movies should be like - clever in a stupid way, and stupid in a clever way.",1
" When it comes down to it, this a movie where the only major female characters are intentionally interchangeable and exist only to castrate men.",0
 Wrath of the Titans delivers blockbuster bluster with single-minded blandness.,0
" Rockwell, who literally dances his way through battle scenes with guns and knives, hasn't had a role this satisfying in years.",1
" Don't Think Twice has comedy as its subject, but it is a far more dramatic and perplexing affair than a comic one.",1
" A strained, relentless quest for gross-out humor and outlandish sexual escapades.",0
" The Road possesses undeniable sweep and a grim kind of grandeur, but it ultimately plays like a zombie movie with literary pretensions.",0
" [It's] unlikely to be the flavour-of-the-week critic's pet that the original was, but it's a rare sequel that improves upon its predecessor in every respect.",1
" Still searching for their ""Holy Grail,"" this spotty entry contains few skits comparable to any of the clever comedy sketches of even Python's ""The Meaning of Life."" The laughs in ""Super Troopers 2"" are heavily labored and low brow.",1
 ...feels simplistically manufactured and manipulative...Caro is never able to elevate North Country beyond the pedestrian confines of a melancholy Lifetime TV movie,0
" While its discussions about supercomputers, transcendence and god complexes send red flags flying about the near future, the story's mainframe is faultily wired and in need of repair.",0
 The result is something that's hard to buy on almost every level.,0
" If you're in the mood to cheer the white hats, you'll probably like this film.",1
" It's original, sometimes moving and often surprising.",1
" ...after an insane chase which stops on a deserted stretch of highway, Jerry slaughters a surprise guest star from the original film only to be temporarily felled by one of the funniest product placements in movie history.",1
" With little fanfare, Robert Greenwald has become one of the most incisive activist filmmakers in America.",1
" If we look to cinema as a conduit for the entire range of the human experience, from its highest highs to its lowest lows, there's no denying that this movie is essential.",1
" Woody Allen devotees might appreciate the piece as a fleeting glimpse into the bizarre personal life of its creator, but mainstream audiences should pay no mind.",0
" Overall, A Star Is Born is melodrama at its best, an emotional manipulation that works even if you're not normally a sucker for that type of thing. ",1
 Combines cheeky attitude with wowwy effects and genuine thrills.,1
 The whole thing feels like a product of desperation and creative exhaustion.,0
 Greta ... is a perfect metaphor for Twitter.,1
 Epic tale about religious freedom gets very bloody.,1
" Allen's self-directed criticism of nostalgia worshippers could still come off as hypocritical, but his inventive approach instead results in one of the most charming, funny, and genuinely likable films that he's made in years.",1
" There is a lot of plot to get through, and Nair employs some interesting visual devices to help sweep us through the morass of characters and history as she tackles big themes in a complex layer of issues.",1
" An uninspired retread of a horror classic, this tries hard to justify its existence... and fails.",0
" Semi-Pro is the perfect name for this movie, because it feels like a half-baked comedy made by semi-professionals.",0
" After nearly two decades in front of the camera, Luna has learned a thing or two about how to work behind it as well.",1
 ...the damn thing doesn't do much more than go blindly about it's paces and is even boring at times.,0
" Just as he has done for cartoons, Family Guy mastermind Seth MacFarlane has made what could have been a children's story safe for raunch.",1
" Everett can over-ice the cake, but while his turn does skirt the fringes of hamminess, it is undeniably laced with sensitivity.",1
" Though it's not perfect, The Martian's illustration of a world united by space travel is almost Utopian.",1
" A documentary to make your blood boil -- if you love cars, cherish the environment, and scorn the power and privileges of oil companies. ",1
" This isn't your Adam Sandler watered down comedy. It's raunchy, vulgar, rude, mean-spirited, and funny as hell.",1
 It has the dubious honor of being the first Bond film that manages to be downright boring.,0
 A fun concept and a great treat for Bill Murray fans.,1
" There's an audience for ""Kingdom of Heaven"" it's just difficult to know where to find them.",0
 ...restores your faith in low budgets and dumb ideas. It reminds you both can be fun.,1
" A tough, uncompromising depiction of a rape and its aftermath that serves as a formidable corrective for how this subject is typically seen onscreen.",1
" Total Recall is slick, sly and subversive, and if some of the special effects have aged somewhat, that only adds to the charm.",1
" It's hard to imagine that the young Scorsese, a daring and innovative film stylist, would have settled for such a sodden and blandly archetypal treatment of such incendiary material.",0
" The film contributes little to what is already known about [Vincent Van Gogh], however, this impressionistic visual delight is something you don't often get from cinemas. [Full Review in Spanish] ",1
" Bollywood Hero is largely predictable, and when it isn't predictable, it's only because the characters act nonsensically.",0
 Its elements don't really cohere.,0
" Boring. That's how I'd describe the latest Pirates film. Apparently, live men tell leaden tales like this, overstuffed with subplots and uninteresting characters. I'd rather walk the plank than spend another two hours with Jack Sparrow and company.",0
" ""plenty of corn, for sure, but no chills""",0
 Amusingly bad horror flick,0
 It's Funny Girl in lingerie.,1
 Too slow and too shrill.,0
 The One's script is just awful -- from premise to storyline to dialogue.,0
" We are ... at the end, left with a bloody mess, emphasis on guts. No thank you.",0
" The Ruins is lumpish, static, and obvious. It's a gringos-go-home cautionary fright flick done in the spirit of a cheap '50s horror movie, except that it leaves you longing for the competence of grade-Z studio-system trash.",0
 [The title's] unintentional effect is to presage the sense of torment the viewer experiences as he or she is buried deep inside the movie's unrewarding ramblings.,0
 There are moments that suggest the director might do something better next time.,0
 Cannot be denied its to-be-reckoned-with sincerity.,1
" There's little reason for some of these champions of justice to see the glory of the big screen. Ladies and gentlemen, I give you Ghost Rider.",0
 It's a mixture of styles that may have worked well if concentrated on one over another. Instead the subject matter struggles to find a distinct voice.,0
" Mills - who last gave the semi-autobiographical treatment to his dad in ""Beginners"" - draws on strong memories and a rich imagination to recreate Santa Barbara circa 1979 and its denizens.",1
" A dark and driven work, haunted by violence, cruelty and a sense of the tragically absurd.",1
 No one could ever think that a movie about giant robots could ever beat the past three Transformers films for sheer awfulness. Think again.,0
 My recommendation? Skip this movie and buy the soundtrack instead.,0
" I like Seth, you like Seth. We all like Seth. BADLY miscast, here. And so was the director. ",0
 There's a lot to admire in The Brave One. It just doesn't cut as deeply as it needs to.,0
" It's not the stuff of Shakespearean drama, and in fact is barely enough to squeeze a few tears out of audiences into sentimental fare.",0
" ""Dhoom 2"" had fun with the mechanics of crime and crime fighting. This movie can't be bothered.",0
" While it's full of arresting, indelible images, Mr. Lonely remains mostly on the level of abstraction. You get it but you don't always feel it.",0
 It's a very curious and contradictory affair: a dystopian sci-fi movie based on a Japanese manga series that is brutal one moment and plays like Disney's Pinocchio the next.,0
" Part of the charm, yes, is the goofiness of it all -- but the film would have been better if it were more cohesive, streamlined, and focused.",1
" An exhilarating piece of direction that begs the question, Robert Redford? This is the same man who's been content making the cinematic equivalent of reading the L.L. Bean catalog for his entire career, and now he's ready for a bare-knuckle brawl?",1
 You know a movie is in trouble when you spend most of its running time wondering why on Earth the director wanted to make it.,0
 Happy Feet is the kind of musical comedy that might have swept the world if MGM had been based in Antarctica instead of Culver City.,1
" It sort of falls apart when we're supposed to start caring who dies. It's well-meaning to try to make them dimensional characters, but they are monster fodder.",0
" Although Imagine Me & You (never much liked that song) tries to tap into a popular theme, we never believe that Rachel and Luce are the slightest bit interested in one another.",0
" A black-and-white salute to the French New Wave (the score is borrowed from Georges Delerue, composer of many a Truffaut and Godard film) that manages to be very much of this moment ...",1
 The film is held aloft by the loamy charm of Mark Rylance. ,1
" Unlike the Coens, the Wachowskis' private dreams have a grandiosity that demands huge budgets they can only justify by drawing huge audiences. How long can they keep getting money by making movies like this one?",0
 Rowling's flaws as a storyteller are much more evident in this film than in previous installments.,0
 Burnham has tapped into a byproduct of social-media-saturated adolescence that's often overlooked in favor of parental panic and worst-case-scenario horror stories.,1
" It's like Anything Can Happen Day on The Mickey Mouse Club, but with a higher body count.",1
" There's a hell of a lot of stuff, everywhere, all the time, and the sheer energy of it all is contagious, propulsive, and fun ... the colourful direction, performances and design make for an engaging and relentlessly entertaining ninety-six minutes.",1
 You start to wonder what would happen if someone sprayed some Vapoorizer on the screen.,0
" A brilliant, often brutal biopic that's cool for cats of any persuasion, whether jazz fans or otherwise.",1
" The film O Brother, Where Art Thou? is unlikely to restore them to the ranks of the mainstream, but it reaffirms their status as first-class jesters of the fringe.",1
 ... legitimate thrills and chills with minimal bloodshed and only suggested violence.,1
 Intricate and moving drama about life's struggles and near misses.,1
" Frustrating but fascinating, with moments that refuse to be shrugged off",1
" Standard issue little-old-lady tour de force for Oscar winner Judi Dench, but a delicious change of pace for cynical, snarky funnyman Steve Coogan.",1
 It's a true powerhouse performance as Cummings shows his uncanny ability to traverse the delicate roads of a public nervous breakdown with pathos and humor.,1
" Making the transition from long-arc TV series to 100-minute feature film is no simple matter, but they've accomplished it with some skill here.",1
" Grease 2 is a bad movie that really doesn't deserve much of a defense. There are moments in it that are so cringeworthy, one might think they were the reason fast-forward buttons were included on VCRs.",0
 Interesting novelty is not enough to help this by the numbers sports biopic go the distance.,0
" Given its unusual blend of fact and fiction, the film is a real head-scratcher. Like most -- if not all -- of Maddin's films, it's as bewildering as it is visually arresting. And yes, that means it's an acquired taste.",0
" If some incarnation of ""Glee"" were to be developed for the Christian Broadcasting Network, it would probably look a lot like ""Joyful Noise.""",0
" The Canyons is no style and no substance, an exercise in poor judgement and stunt casting gone horribly wrong.",0
 Some scenes are downright insulting to viewers over the age of ten.,0
" Lazy filmmaking undermines this sparky caper thriller, from paper-thin characters and convenient plot points to limp direction and corny editing. This is a real shame, because the bright rising-star cast brings real energy to the weak material.",0
" While the film manages to drag the actual attack out to 45 minutes of its ponderous 183 minute running time, that still leaves a lot of movie to be taken up by what passes for plot -- a convoluted romance of the heavily cliched kind.",0
 The lack of empathetic characters seems more a filmmaking deficiency than some grand cinematic plan. The viewer definitely leaves the movie feeling unsatisfied.,0
" The filmmakers are lucky penguins are cute. A movie about a family of, say, warthogs is unlikely to engender the same reactions.",1
" A lavish, lascivious, elegant and enjoyable entertainment.",1
" [Eventually,"" Red Sparrow becomes a well-paced if not entirely engaging tale of international espionage, with the requisite number of plot twists.",1
" Dour, slow, and with little to stimulate the mind or the emotions, Sherlock Holmes is a big bust.",0
" Mostly, the minutes stretch into great expanses of blahness, much of them filled with Transformers-grade skyscraper snapping and bloodless catastrophe.",0
 Moore tries hard to be tough and cool in the Connery manner. ...he comes off pretentious and cold.,0
 A comedy fatally short on laughs.,0
" ...a bit like a poor man's Four Weddings and a Funeral... Although there are a few laughs and the slick script is peppered with juicy one-liners, it's mild and rather mannered as we fail to connect with the characters when it really matters.",0
" The new stuff is dull and forgettable, while the oldies are dismissed after a few bars before we can even start tapping our feet, as if writer-director Garth Jennings can't wait to get on to the next pointless scene. And at 108 minutes, it's far too long.",0
" The 88th Academy Awards (R) ceremony airs on Sunday, February 28, 2016...now you have another way to get ready.",1
 There's enough potential here to suggest a sequel isn't the worst idea provided Abbess and Cachia learn from their mistakes.,0
 A sweet and harmless comedy with a clear agenda behind it. [Full review in Spanish],0
" Save for Dakota Fanning (who is marvelous no matter the role), there isn't a whole lot to enjoy or get involved in.",0
" The premise -- someone trying to inject meaning into a necessarily vacuous existence -- is depressing, but there are moments of vaguely uncomfortable hilarity. The whole endeavor, however, winds up feeling flat and a bit dull.",0
" You have to be willing to accept a lot of nonsense if you're going to make it through Honeyglue, beginning with the title.",0
" Brawny but brainless, Pearl Harbor is another bloated, irresponsible example of history according to Disney-a lame juggernaut that falsifies the facts, assaults the senses and leaves you blind, deaf and soulless.",0
" A casually racist murder-mystery (minus the mystery) that was rejected by both audiences and critics due to a chaotic tone, insipid comedy beats and clunky action scenes set to slap-bass and scat-singing.",0
 The scariest thing about Annabelle is that a film studio would release such a lazy attempt at making a horror movie without any sign of shame.,0
" If you're the type of person given to eye-rolling, you'll probably do so here. And yet, despite some rough patches, the movie's pure charm often prevails.",1
" As Carrey's celebrated rubber does its patented act, the flick turns into a gyrational marathon -- mildly funny but seriously exhausting.",0
 The thudding sounds you hear at New In Town are jokes landing like lead balloons and conking the life out of the actors.,0
" The new film... is nothing if not a tribute to old-fashioned virtues, of care and craft and modesty, of simple stories well told.",1
" ""Avengers: Infinity War"" isn't just a gussied-up mediocrity being widely mistaken for a good movie. It's also, at least arguably, a dangerous movie for anyone who cares about the future of American cinema.",0
 The film's horrifying experience looms over each well-constructed frame without anywhere to go...,0
" Mr. Martin, it's perfectly all right to be serious and distinguished and write plays about Picasso, Einstein and bunny rabbits. You don't have to always be the wild and crazy guy!",0
" The Predator begins its new life merging Iron Man, comedy and the most essential puzzle piece - an ""on the spectrum"" kid. What's next? ""Xenomorph XX121"" speaking English with a British accent? Be afraid, be very afraid, it's coming.",0
" It's a flagrantly movie-ish concoction. But like Steven Spielberg's ""Bridge of Spies,"" it's been made with a so-old-it's-new classicism that is executed with enough flair to lure audiences in.",1
" A generic thriller with a generic title, Deception is so predictable you could guess what happens even if the trailer hadn't already given away just about every important plot development.",0
" A fast-paced adrenaline shot to the heart that shows the underbelly of the streets of L.A., but somehow, along the film's journey, it becomes strangely endearing and quite lovable.",1
 A colorful yet empty Big Top to house yet another collection of circus oddities that are presided over by one of Depp's traditional ringleaders.,0
" A decent and rollicking summer holiday movie compared to most others, but miniature in the grand scheme of Marvel.",1
" Hard to fight the idea that for the talent assembled, Seabiscuit should've been much more.",0
 Does convey the sense of being caught in a nightmare. A stupid person's nightmare.,0
 Movie romance hasn't been this rapturous since `Moulin Rouge.',1
" I'm not sure what I expected, but I certainly wasn't expecting the Silk Road version of Edge of Tomorrow featuring giant Komodo Dragons.",0
" Weak, aimless, and noisy.... A water-treading middle episode.",0
 Michael Douglas clearly enjoys himself while Evan Rachel Wood looks appropriately exasperated throughout King of California. My sympathies were with her.,0
" Brexit is nicely ambiguous as to whether Cummings is a misguided genius or simply a talented opportunist, and Cumberbatch is excellent at conveying the lonely monomania of a man stubbornly devoted to principles that only he recognizes.",1
" An overdone finale aside, there's much to enjoy and admire in 10 Cloverfield Lane, from its sharp performances to its economical, acutely realized sense of scale.",1
" The sensual photography, music and locations are so entrancing ... they help the viewer to overlook the weak storyline, which prefers psychological ambiguity to solid police work.",1
" This cautionary tale about science without boundaries goes to such lengths to ""cross the line"" narratively that it leaves the big questions behind.",0
" The jokes in the movie are just as dumb as the ones in the trailer, but what doesn't come across in a two-minute preview is just how many there are. It's an avalanche of dirty puns, and what it lacks in ingenuity it makes up for, almost, in sheer volume.",1
 The Triplets of Belleville can feel so alive you may have trouble sitting still while watching it.,1
" Sweet, sentimental, and vibrant, Woody Allen's ""Midnight in Paris"" rightfully points out that yesterday's frolicking bar might be today's laundry mat ... but we can always visit the good times in our memories.",1
" Could have benefited from the presence of, say, Ralph Macchio, Kobe Bryant, Clay Aiken or Michael Jackson as a singing priest. ",0
" A space-holding, empty-headed epic filled with characters and places (digital and otherwise) that are hard to keep straight, much less care about.",0
" You know where the thing is headed. Still, it's fun to watch.",1
 Don Jon isn't just a good effort from a first-time director. It's a pretty good film on its own too.,1
 A wonderfully made thriller that satisfies on every level. And I'm betting it will prove even more enjoyable upon repeated viewings.,1
" The jokes are, on paper, funny. On screen they just seem like the inevitable, the only thing to say, and their zing zags off into bland, familiar territory... the material didn't coalesce past pointing at something funny and saying, ""hey, that's funny al",0
" Miss Sloane is a smart, thorough film about a rare subject that is also as breathless, broad, and crowd-pleasing as your standard Grisham thriller.",1
" The effects and make-up stand out, and some of the action sequences packed a punch, but the film was just too dull and predictable to help it rise above the January heap.",0
 Roger Moore's interpretation of Bond is blandness personified.,0
" The construction is deliberately episodic, and individual settings often appear to owe more to the modern conceptions of stage-technique than to the cinema. But the ingenuity with which the episodes are assembled sets a new level in film-construction.",1
" The underside of the American Dream is on display in A Most Violent Year, a drama about an immigrant trying to make his way to the top.",1
" None of the numerous, sketchily drawn characters adds up to much to care about in the short running time.",0
 The script is Afterschool Special 101.,0
" It's BORING, and movies shouldn't be that way, especially extreme horror films.",0
" Soderbergh uses the mechanics of the grimy doll factory ... as metaphor, carefully tracking the shiny distractions we hide behind, revealing the awful little facts about their glued-on eyelashes and the identically blank faces they all start out with.",1
 This is an excruciating dramedy of schadenfruede for the anything-goes hipness of the last decade and a half which has devalued contentment as a cop out,1
 Snowden is a movie that percolates with ideas. ,1
 A goofy parody of dystopian storytelling.,0
" There's no real conflict, and the screenplay sometimes approaches idiocy.",0
" It's really more of a miss than a hit, man.",0
 The film feels like a download of Mr. Smith's brain.,1
