Review,Freshness
" ""Tomorrowland"" soars with such giddy, gee-whiz spirit that it almost feels rude to point out that, eventually, it resigns itself to being merely a competent action-adventure spectacle.",1
" Good luck understanding how any of this might appeal to modern moviegoers. It isn't awful, but it's needlessly convoluted and dull, dull, dull.",0
" The Island is this year's I, Robot.",0
" ""Final Girls"" eventually loses its way, but the epilogue is funny ... and the blooper reel is worth sticking around for.",0
 Jack Reacher may be cinema's reigning street-fighting ascetic.,1
 Coppola seems to have no interest in exploring the emotional consequences of the rivalries.,0
" I have no idea why, whenever a studio decides to do a big musical, they never actually hire singers to act in the films",0
" A blandly diverting, chastely conceived and grammatically challenged fairy tale for our bland, chaste and grammatically challenged age.",0
" There's nothing really new in this lengthy 1995 thriller by writer-director Michael Mann about cops and robbers in Los Angeles, but it has craft, pacing, and an overall sense of proportion, three pretty rare classic virtues nowadays.",1
" It's intermittently fun, and funny, but after a while it's just so much swinging back and forth. We get it. You're up. You're down. You're back up again.",0
" Although the question of why God allows bad things to happen is sometimes handled clumsily, it is approached sincerely, and it clearly points to the difference faith can make.",1
" ScarJo breaks a lot of real and synthetic bones, but the movie doesn't break any new ground.",0
" Carol uses satire as a mask which, once cast aside, leads to ... unspoken discussions on station, gender, sexuality, and identity.",1
 A monument to cinematic suckiness.,0
" ""Willow Creek"" is a defiant slow burn.",1
" It may not have won the Oscar, but this is ... an ambitious and thrilling work. ",1
" In terms of enjoying it on the basis of pure showmanship, it's perhaps the most effective musical transition to the big screen since this current movie musical mini-revival began.",1
" Through small gestures and bold choices, [Gosling's] created a character you begin feeling sorry for and end up rooting for and almost envying, simply because he's found something (someone?) that makes him feel whole and alive.",1
" The atmosphere is appropriately creepy, and there are some starts, if not outright scares. But it just gets stupid.",0
 Pirates of the Caribbean is fun -- but only as long as you don't expect much.,1
" The situation delivers less wackiness than it promises, and there aren't a lot of big laughs. Charm fills the void, though.",1
 It's an uphill battle for Jack and Jill with this leaky pail of comic swill.,0
" The movie, which for two hours is an absorbing, detailed procedural, becomes... willfully diffuse in its final 20 minutes.",0
 The film flatlines the moment anyone draws a blade.,0
" Washington's quirky performance shines brightly, but in a movie that otherwise doesn't present an especially strong case for rushing out to see it.",1
 Star-power overcomes staginess in this surprisingly warm romance.,1
 The documentary Darfur Now proves that -- no matter how important the subject matter -- following various people around with a camera doesn't necessarily make a film.,0
 Fassbinder could take on any style and make it his own. ,1
" If you can get past that nothing in it happened and none of the dialogue was really said, it's very entertaining ",1
 This is a beautifully touching tale that has a lot of say about celebrating the past and why me must remember those who have come before us.,1
 Creative Control is the bleeding-edge tech drama we hoped Steve Jobs would be. It's always the start-ups that surprise us.,1
" Often feels like a bootleg version of Mike Leigh's Vera Drake, with the same conflicted female central character who eventually pays for her sins.",0
 ... can be read both as a literal illustration of the story of Christ's suffering at the hands of the Roman... and an anti-authoritarian tract that questions the very assumptions of guilt and blame that many take for granted the film shares.,1
" Director David Slade is clearly of the opinion that more is more, so there is lots of blood, lots of gore, and lots of vampires in black coats standing around as if auditioning for a remake of the Michael Jackson Thriller video.",0
" one of those blessed pictures in which all elements, from its writing through to its editing, coalesce into a work of profound philosophical and emotional unity",1
" Chances are you'll be too giddy to think about anything other than a second helping. Tarantulas on a Train? Scorpions on a Sailboat perhaps? Fear not, the internet is already abuzz.",1
" A bad movie and a frequently unwatchable one, but for the first time in years Sandler and co-writer Tim Herlihy have bothered to write real, actual jokes.",0
" Eight-year-old me probably would have found SpongeBob's antics vastly more entertaining, but alas, I now need my seagull poop jokes coupled with something more substantial.",0
" The best of Hostiles is powerful and memorable, its strengths amplified by Masanobu Takayanagi's haunting cinematography and Max Richter's score.",1
" A totally different beast: darker, riskier, and more brutal. [Full review in Spanish]",1
" Fun and campy for about a reel or so, this jukebox musical overextends its welcome and gets so repetitive that even its solid actors can't help much.",0
" In THE HUMAN CENTIPEDE, relatively standard mad scientist horror film elements combine with a truly twisted premise.",0
" The film's charm, quickness and design carry the day.",1
" The Canal is a hidden gem of a film, demonstrating the type of intelligent horror audiences often say they want yet rarely pay for.",1
" With so many films adapted from novels, it's nice to see cinema paying homage to unheralded greats of literature like Sebald.",1
" An exhilarating and immersive Metallica concert film twinned with a dark, trippy narrative following a roadie named Trip who pops a pill and goes on a mission to find a mysterious package.",1
 The film desperately sinks further and further into comedy futility.,0
" By pushing an easy answer and ignoring the complexities of desire, the filmmakers don't speak authentically to a contemporary youth audience, no matter how much lip gloss they put on their heroine.",0
" Fallout... isn't the best of the bunch (that would be number four, Brad Bird's Ghost Protocol), but it's easily the second-best and certainly the Cruise-iest, meaning it's nearly as entertaining as it is strenuous. Which is a mighty high bar!",1
" Diablo Cody has written a script in which the characters themselves are well-drawn, but there isn't enough time or space on the page to devote fully to each drama that is presented.",0
" The film ramps up its safe premise with relentless entertainment that deserves some kind of late-night secret screening, bravely packing a punch without ever losing any sartorial flair. ",1
 Snatched feels disappointingly familiar.,0
" The special effects are chintzy -- some of the time, it looks like the people are being attacked by Garfield.",0
 The time is right for Milk.,1
" No great shakes, but a decent reputation-saver from Hirschbiegel.",1
" In this polemical drama, a military contractor who works from the safety of his home office is confronted by the brutal reality of what he does for a living.",0
" The slow-burn build-up to a final showdown is, of course, a standard Western narrative device, but director Gavin O'Connor repeatedly defuses tension by cutting away to convoluted flashbacks revealing the characters' emotionally tangled backstories.",0
" Like Spider-Man 3, Shrek the Third is an experiment in excess.",0
" In Bruce McDonald's suitably weird zombie movie, the coin of the shock jock's own realm -- language -- is the source of all the trouble.",1
" The flat-lining, alien-abduction thriller The Fourth Kind offers a close encounter that buries an interesting idea under a barrage of gimmicky, carnivallike hokum.",0
" Until the potent concluding scene, the humor and shallow profundities of We Have a Pope pivot on the cuteness of geriatrics, especially when they're spiking a volleyball in slo-mo.",0
" 21 is a mini-Ocean's Eleven about, and for, people who are the age of its title.",0
" The utter realness of this story and the way it has been handled is the resonating strength of Jamal Joseph's gripping, affecting study of survival in today's Harlem.",1
 Horn dives into one of the most complex character's I've seen created for a child and shakes loose.,1
 Rough and tumble violence in an uncaring world.,1
 Davies fans will be used to his unique style but his slow-motion narrative could have unfamiliar pundits bewailing the fact the Battle of Britain went the other way.,1
" What emerges is a fascinating and illuminating story, one that runs the gamut from intense joy to deep sadness and features a couple of surprising twists that take proceedings off in strange and unusual directions.",1
" Fred Claus turns out to be not bad for a Santa movie, which I suppose could be interpreted as either faint or excessive praise, depending on your view.",1
" A film starring two A-list comediennes should, at the very least, be funny. Snatched fails on this count but also seems to have other ambitions. A talented cast and crew just can't make this film come together, and that's a real shame",0
" How come filmmakers 50 years ago could do sentiment without going all sappy, and we can't do that now?",1
" Promoted as a prequel to Twin Peaks, but it was actually Excalibur pushed through the heart of a phenomenon, leaving the faithful to grieve, while newcomers were left baffled, or in my case, ravenous for more.",1
" Albert gets offered the opportunity to redeem her actions, and make light of why and how she conned the world. Unsurprisingly, she's a hell of a storyteller.",1
" There's a sweetness to the proceedings that never quite overpowers the melancholy of maturity, and a sympathy for human frailty that stops just short of suggesting that anything goes once everything starts to go.",1
" The steady direction by Frears, coupled with the snappy and substantive dialogue, keeps the film grounded when even the truth becomes hard to believe.",1
" Even in a chilly movie like this, deaths have resonance (whether they're on camera, or off).",1
 The Incredibles promotes a new moral slogan for our times: The family that fights evil-doers together stays together.,0
" At least give That's My Boy credit for fully earning its R rating. The film represents the horny, stoned, drunk id lurking behind the freshly scrubbed shenanigans of the Happy Madison brand.",0
" Compared to director Wes Craven's previous horror outing, last year's unforgivably awful My Soul to Take, Scream 4 is one of the greatest horror movies ever made.",1
 The best way to enjoy the film is to know as little about it as possible and let Anderson take you on a dark and Gothic thrill ride.,1
" An elegantly crafted drama that derives its eerie, ethereal mood as much from the sounds of war -- and their absence -- as the sights of combat.",1
 The genius of Museum Hours lies in the way Jem Cohen ties the minimalist story at the movie's center with the extraordinary art that fills his frame.,1
" I didn't walk out of Monster with that ""great"" movie feeling, which is not to say it wasn't ""great."" Profound fits better.",1
" If you've ever wanted to see a partially clothed, fully comical sex scene set to Foreigner's 'I Want to Know What Love Is,' well, this is where you go. ",1
" Once we know what the couple's big mystery is, ""By the Sea"" doesn't make sense and begins to seem the one thing it hasn't all along - silly.",0
" Bundled with Dirty Grandpa and Bad Neighbours 2, the release of this forgettable, scatter-brained R-rated comedy belch marks the completion of Zac Efron's informal film trilogy, the chief message of which appears to be ""I will now say 'yes' to anything"".",0
 The Sunlit Night has a few too many forced moments and scripted relationship beats to feel genuine.,0
" Urgent, graceful, accessible and at times openly cheerful -- it takes a big bite out of life.",1
" True, it tries to be tongue-in-cheek, but really it's just cheek.",0
 Dan Gilroy's Velvet Buzzsaw needed to be either thirty minutes shorter or an hour longer.,0
" It wants to show us the man behind the famous dreads, beatific smile and durable songs of love, hope and longing. In this task it succeeds admirably.",1
" Their real, unstated missions are more in the nature of relocating their souls and finding some elusive peace of mind.",1
" Story's whiter-than-white skin, bloody cuts, color-shifting hair, and need to keep wet make her a bizarre amalgamation of fantasies, alternately ""male"" and ""childish.""",0
" If The Wind Rises is indeed the final film from Hayao Miyazaki -- the animation master has both announced and rescinded his retirement -- he leaves us with a moving, meaningful farewell.",1
" Does not abide by conventional storytelling, and yet one cannot deny that it is genuinely creepy.",1
" The attractive actors are easy to watch, though their silent, enigmatic performances deliberately withhold information from the viewer until the end. Without social interaction of any kind, they remain abstract, symbolic figures.",0
 Pushes the same old cliches in Blade Runner packaging.,0
" [Wynter] simply doesn't show the stuff of a major star, and the well-mounted movie falls flat all around her.",0
" Gordon Gekko is back, but he's not as powerful a force as he once was.",0
" Light on intelligent humour, heavy on the slapstick, the result is once again a mixed bag; an animated effort which will please the young viewers, but not anyone older than maybe 10.",0
" Thankfully, Dead Men Tell No Tales delivers a strikingly heartfelt conclusion to the series and its ever-present lead. ",1
" The message of Morning Glory -- that austere TV journalists could stand to lighten up a bit -- may be dubious, but Michell and his cast sell it persuasively.",1
 It doesn't have the wit and it doesn't have the style of the best Bond movies.,0
" If there's a problem with 'The Hangover' (and other films of its ilk), it's the at best ambivalent, at worst hostile relationship to women...",1
 Demonstrates Capra's skill at tweaking the heartstrings as well as the funny bone.,1
" A finely crafted Western which doesn't flinch from portraying the horrors inflicted during that violent era, and which boasts an astounding performance from Christian Bale.",1
 [The film's] grittiness instantly adds to the historically and socio-economically convincing picture of working-class Yorkshire in the last century.,1
 Interstellar tries to ground its corn-pone mush in quantum theory and paper over its planet-sized plot holes with enormous vistas and the most egregious use of Dylan Thomas ever committed to screen.,0
" Strives to be meditative, examining art, life, and the pain of living, but it never achieve its full dramatic wingspan, wasting its potential on actors incapable of keeping their characters compelling.",0
" What's sad is that the squabbles between the men and their girlfriends lose steam as they are grossly exaggerated, repititive and puerile.",0
" The action scenes are ridiculous and implausible, but they are undeniably entertaining. Everything else, though, is drudgery.",0
 This movie is nothing but shortcuts... It's movie karaoke.,0
 The film's bruised yet clear-eyed romanticism is refreshing to find in a genre that often settles for something less than truthful or passionate.,1
 An excellent idea of multiple possibilities that barely manage to take advantage of a remarkable presentation of characters which leads the film to the same old conservatism. [Full review in Spanish],0
" Individual moments and the performances of an excellent cast can take your breath away, regardless of the whole.",1
" A four-course gourmet alternative to summer popcorn flicks, serving up the meatiest performances Al Pacino and Robin Williams have given in many years.",1
" He's telling the story of a post-war Bosnia so ignored by the international community, war criminals are free to list their names in the phone book. You can't make stuff like that up. But Shepard makes us think he did.",0
" The more substantial material, including Spitzer's feuds with vindictive New York politician Joe Bruno and financier Ken Langone, gets short shrift.",0
" While this won't be remembered as any kind of classic, it'll do until the next ledge-of-the-seat movie comes along.",1
" There are no babies crawling on ceilings like in Welsh's Trainspotting, but Filth bears the same subversion and euphoria that made that 1996 film so iconic.",1
" These movies CAN be clever and humorous in addition to having spectacularly convincing special effects (which this does), but it takes extra effort. Rampage prefers the path of least resistance.",0
" On rare occasions, the truly bizarre and the utterly charming intersect. Dava Whisenant's directorial debut about industrial musicals shines delightful light on the subject matter. ",1
" This movie is a shoddy, messy wreck. Tonally speaking, it's off, the editing is terrible.",0
" Why, then, did I enjoy it so little? Because of its unrelenting self-importance: American Beauty wants us to know, in every shot at every turn, just how clever and mercilessly cutting it is.",0
 Changes what is possible for superhero films and animated films.,1
 The thinking must be that this one has a better shot at profitability and/or franchise potential than the planned Monopoly or Candy Land movies. Though for sheer scare value my money's on Hungry Hungry Hippos.,0
" The would-be assassins' hopelessly bungling efforts produce a steady supply of laughs, though the jokes are rude and crude and the meandering plot doesn't make the most of the film's set-up. Fortunately, the actors rise above the script.",1
 a comedy both as dark as a black lung and as illuminating as a stadium full of flicked lighters.,1
 It will be a thrilling ride as long as you accept Silver Fox Santa as the true meaning of Christmas.,1
" It has far too many denouements for your average action-heavy film, but every one of them is important in laying ground for what's to come.",1
 The awkwardly titled Ballistic: Ecks vs. Sever (try saying it 10 times fast) amply demonstrates how even a movie with wall-to-wall action can be a crashing bore.,0
" By the end, Nina's quest for perfection-and Portman's blazing performance-will leave you breathless.",1
" For the most part the actors are forced to ham it up in order to get through cliche-ridden scenes, but a few manage to overcome the burden.",0
 Director Mary Harron and her co-screenwriter Guinevere Turner seem seriously conflicted about the tone of their film.,0
" Law Abiding Citizen doesn't follow the laws of logic, let alone competent storytelling.",0
 ... I loved about 49 percent of this movie but I hated 51 percent of it so I'm going to give this film thumbs down.,0
" Could be fun, you might think. No. Bad acting and worse dialogue quickly put an end to that notion.",0
" 'Finding Dory' has plenty of laughs and lots of spectacle, but when it drives home the underlying themes of family and determination, it earns every bit of it.",1
 It's kind of a shame that The Foreigner is such a chore.,0
" It just wears you down and wears you out, making you wonder if there was ever such a thing as a hero anyway. Let them pummel each other if they must; just leave us out of it.",0
" 'Warrior' is a contrived, if also entertaining, Irish-American Gothic fable pumped with steroids and schmaltz about brothers facing one another for a $5 million cash prize in an MMA championship cage.",1
