Review,Freshness
" You don't get Blanchett, but you do get Saoirse Ronan and Margot Robbie interpreting historical drama as empty pageantry instead.",0
" The film is not, by any fair measure, a battle hymn or a call to arms. As with The Hurt Locker the film's intent is to engender respect for those doing the fighting, not to justify the reasons for the fighting. American Sniper is pro-warrior, not pro-war.",1
" Sensitive and sympathetic character study, offering gentle insight into a self-segregated community.",1
" This is a terrific performance by Gyllenhaal, completely inhabiting a spook of a man, a ghoul to remember.",1
" We'll have to wait and see if it turns into a classic, or if it will forever be overshadowed by the original movie. [Full review in Spanish]",1
" My Cousin Rachel withholds an extremely important bit of information until the last minute. And the denouement isn't set up in a way that can be believed. It's rushed, it's abject.",0
 World War Z bucks the current trend in summer blockbusters by feeling weirdly understuffed. It's an episodic adventure without enough episodes.,0
" As Christmas miracles for horror fans go, this is one stocking stuffer certain to be enjoyed for many years to come.",1
" By trying to recapture the magic of the original, Neighbors 2 has disproved the existence of magic.",0
 What The Business of Strangers really boils down to is a couple of good performances and some really interesting dialogue.,1
" ""Happy Christmas"" leans hard on the ensemble's exploratory attempts at ad hoc dialogue, so that you find yourself providing alternative snatches of banter in your head, just to speed things up a little.",0
 The success of these cartoons comes down to a willingness to reinterpret characters with both visual and thematic adventurousness. ,1
 A film with moments as exuberant as in How To Let Go is so much finer than all the ones that make you want to reach for the nearest serrated knife and nearest soft wrist.,1
" Focusing on the quiet, assured Bernstein's unassuming but powerful presence, Hawke's film often plays like an attempt to share Bernstein's experience with the world.",1
 Nixon is splendid. Davies makes connection between the art and the life clear as light.,1
" I'm not suggesting The Angels' Share is a chock full of bellylaughs, but it's the first Loach film in some time that lacks the sensation of having a plastic grocery bag pulled over one's face.",1
" Even if the visually similar Cloverfield and the thematically similar District 9 didn't already exist, this would still seem painfully hackneyed and obvious.",0
 If only I could go back in time to convince myself not to watch this ludicrous time travel yarn which 'faxes' a group of uninteresting characters back to the 1300s to screw up the space-time continuum.,0
 Murugadoss gets the 'hero moments' right.,1
" Attention to behavioral detail is extraordinary, led by a thunderous performance from Florence Pugh, who makes a mighty leap to industry visibility with her brave, dark, and thrillingly commanding work.",1
" The all-star cast do their best, but the individual stories are so truncated that they can't do much in the way of giving their characters real emotional depth.",0
 The Water Horse features an awkward combination of real-life drama and cutesy physical humor that never blends.,0
" Frankly, Bloodlight and Bami is an unstructured mess, but it does a fair job of contextualizing [Grace] Jones' art through her Jamaican roots.",1
 The film's pleasures are greatly outnumbered by its failed expectations.,0
" If the best crime documentary is meant to be more provocative than polemical, if it is to be a film that articulates rather than advocates, than Berlinger's Whitey just may be one of the best.",1
" Like an ecological Lust, Caution, this contempo fairy tale about a mermaid who falls for the evil developer she's been sent to seduce and assassinate is strikingly relevant to China",1
" In the midst of this already overheated summer movie season, it feels like a cool drink of water.",1
 Justin Timberlake as the voice of the wiumpy Artie is certainly the best new addition to the Far Far Away Kingdom,1
" There are some interesting ideas and themes in The Rite; unfortunately, an uneven tone and a disappointingly generic climax dilute them.",0
" Kong: Skull Island is pretty good popcorn cinema, but it's more of a business plan - than a movie - which involves a lot of movies of which this is only one. As for what it's about - the big pissed off monkey - is what it's about. ",1
" Patrick McGrath's novel provides a solid and suspenseful story, even if it loses much of its bite in Mackenzie's hands.",1
" A smashing, funny and politically sophisticated feature debut from Julie (daughter of Costa) Gavras.",1
" Chastain puts on the persona like it's a superhero costume. It is an awkward fit. Madden's stagy direction doesn't help ... nor does first-time writer Jonathan Perera's pseudo-Sorkinesque, exposition-laden, quippy dialogue.",0
" The tour stops may have been successful, as Vaughn claims, but the documentary of it comes off more as a well-intentioned vanity production than the career launching pad he envisioned.",0
 Excels at showing us characters and situations that turn out to be far more complicated than they initially appear.,1
" The film is so choppy, especially in the final going, it appears that entire reels have been cut.",0
" Just once, it would be refreshing to see Britain look like something other than a country-living catalogue.",0
" If nothing else, it'll make you think twice about dropping a Cornetto wrapper on any English heritage site - or not without checking over your shoulder first.",1
" Movies about sex should be messy and confusing, filled with human foibles, but too often they are utterly strait-laced. This one gets it right.",1
" It's unfortunate, then, that this earnest, hard-working adaptation of the 2006 Michelle Wildgen novel... isn't a more satisfying dramatic portrayal of the disease and its impact.",0
" In an outstanding, raw performance, Washington never strays from Whip's rough road of addiction and psychological turmoil.",1
" As a spoof of the 1970s Bollywood, Farah Khan's Om Shanti Om is well-conceived and executed. As a story about reincarnation, it disappoints.",0
 It's not even that the film is an unwatchable disaster -- it's just a big disappointment.,0
 We've been left with a film that can't settle on which history it wants to tell and ends up dispelling the myth that a new film by Michael Mann is a cause worth celebrating.,0
" Only a wake-up call if you were never a teenager, never met a teenager, and perhaps have never heard of teenagers, no matter how old you are.",0
" This tedious sequel is more of the same, for better and worse - except that it lacks the freshness of the original and feels more transparent in its effort to appeal strictly to basic instincts.",0
" a crackerjack Bond film that cannily mixes the harder, more severe edges of the previous Craig films with a sly sense of humor",1
" The dialogue rattles along at a tremendous pace, with the gags feeling organic and largely sophisticated.",1
" So finely and honestly observed for much of its running time, the confidence doesn't seem to quite be there to let the film's most dramatic moments work on their own power without musical or editorial augmentation. ",1
 Schwartzman and Law are pitch-perfect in their roles as dueling poster boys for a transcendent existence versus a materially rich life.,1
 Stories told again and again have a way of neatening things up. Stories have a way of ironing out the wrinkles. Polley lets the wrinkles remain.,1
 Call it an art-house slasher film. Call it a beautiful mess. Just don't call me with questions about what any of it means.,0
" Emerges as a weighty, fitting salute to Wilson's restless creativity and a touching celebration of the love that would prove to be his salvation.",1
 A comedy with two left feet.,0
" Zwick may as well have titled his newest action-adventure The Constant Gardener II: Diamonds Are Forever, as it peddles the same distasteful, condescending attitudes toward Africa as did Fernando Meirelles' 2005 fiasco.",0
" This is agreeably exciting and tense at times, despite the fact that it's obvious that very little of it is, you know, real.",1
 Entertaining and amusing and charming in its refusal to dismiss the cathartic nature of retributive violence.,1
" Unfortunately, the first casualty is good acting, which dies a noisy, overly dramatic death.",0
" Actor Clea DuVall shows a sly sense of humor in her directing debut, The Intervention, a pleasantly funny and awkward comedy.",1
" Even though Burn After Reading is often funny, it rarely achieves either the hilarity of Intolerable Cruelty or the iconic goofiness of The Big Lebowski.",1
" As gentle, reliable, and pretty to look at as the falling of the leaves. It also has approximately the same level of dramatic tension.",1
" The fact that commentators, pundits, and politicians on both sides of the political spectrum are condemning Zero Dark Thirty is a sure sign that director Kathryn Bigelow and journalist-turned-screenwriter Mark Boal have done something right.",1
 I ended up really enjoying it...and looking forward to the sequel we are clearly being prepared for. Sherwood Forest and all.,1
" In this case, Solondz's mixture of cynicism and smugness doesn't go deep enough or seem truthful enough to matter much.",0
" The film falls short because it falls between two stools: as a reminder of a shameful period in our recent history it's too interested in finding cheap laughs, and as a comedy it's just too painful and ugly.",0
" It's a skillful piece of filmmaking and an impressive debut, though it's so relentlessly bleak and downbeat for most of its running time that it can't recover when it tries to go soft in its third act.",0
" Moving, mesmerising and genuinely from the heart, the extraordinary new Australian documentary holds a mirror to the unique life and music of the late indigenous singer-songwriter Gurrumul Yunupingu.",1
" More than some run-of-the-mill social-awareness doc, the film pays as much attention to the personal and emotional strife of its subjects as it does to their activism. ",1
" Trumbo may not be filling, but in certain snappy moments, it's awfully tasty. ",1
" This unabashed Harry Potter clone is enjoyable enough, thanks to Black's campy theatricality and Blanchett's sly minimalism.",1
" It's Schrader's on-point filmmaking--a nouveau spin on the spiritual films, character studies, and transcendental style of cinematic Old Masters like Bergman and Bresson--that functions as what Toller calls 'another form of prayer.'",1
" The anvil-like weight of contrivance nearly sours the quality of the whole film, but there's still some story worth savoring, even if Lurie makes the audience work hard to extract it.",0
" It's the multitude of miniature narratives that gives Pedro Costa's film its abiding, silent outrage.",1
 Ennui and eroticism make an oddly alluring combo in Michelangelo Antonioni's La Notte.,1
 This one's a retake on 'Twilight.' I'd hang out in a different hood if I had the chance.,0
" While not lacking for lamentations from women or anybody else, primarily concentrates on the ""crush your enemies"" part. The movie fails because it can't make that gore interesting",0
" This is quite possibly one of the most boring movies that I've ever had to sit through, especially in the realm of animation.",0
 This profile offers a rich kaleidoscope of people and situations...,1
" It's easy enough to explain what Hold the Dark is about ... As for what the movie is About, that's much more difficult to deduce.",0
 What would make South of the Border a better movie is an Oliverstonectomy.,1
 it's characteristic of the restless verve and spirit of Mizrahi's filmmaking that she doesn't let his piece settle into fatalism or sentimentality.,1
" There are few things more cinematically painful than watching a cast work really hard to make you laugh and fail with consistency. That's the experience that Killing Gunther offers, and it is a rough watch.",0
" Violence can be used for various purposes, good, ill, and incoherent. This would be the primary observation made by V for Vendetta.",0
 the film ends with a muddle; several stories have been shown onscreen but none of them have really said anything.,0
 Awesome filmmaking.,1
 This suspense-challenged spy opera nonetheless can serve today's CIA recruitment program with its look-see into the training program at 'The Farm.',1
" I doubt that any other film released in 2019 will be as breathtaking as Apollo 11, a glorious IMAX documentary that simply flings you into the excitement of what Walter Cronkite is heard calling ""man's greatest adventure.""",1
" Tomorrowland is meant to be uplifting, and I came out of it thoroughly depressed.",0
" The victim swears the director is one Kevin Smith. Yet the high level of non-funniness here, registering 7.6 on a yawn-alyzer, suggests Mr. Smith is being impersonated by a talentless gun-for-hire trying to pass for someone who can make people",0
" Amid all of its hollow patriotism and gaps in logic, perhaps the biggest flaw with the film is its sheer predictability.",0
" Relying in no small part on Smith's reliably first-rate performance, Concussion is a thoughtful and interesting story neglectfully executed.",0
" The word 'unwatchable' is overused when it comes to bad movies, but this is a case when its employment does not represent hyperbole.",0
 Behind the Music this (thankfully) is not.,1
" Squanders the abilities of these usually fearless, formidable actresses with material that's entirely predictable and a high sap factor that belongs in a made-for-cable production.",0
" Garner is supposed to have a teenage mentality, but she marches around with preternaturally good posture and speaks her lines as if she's still auditioning for the part.",0
" Is this a glossy feature-length advert for toys? Nope, it's a whimsical and hilarious piece of animated nostalgia from Phil Lord and Chris Miller.",1
 Let the Right One In is certainly well-made and miles more thoughtful than you might expect a teenage vampire film to be.,1
" Though frequently festive, Punks' performances are uneven, and the predictable narrative, while avoiding melodramatic traps, slips into sappy ones.",0
" It's a shattering, thunderous wake-up alarm, a call to lay down arms, a gutsy social satire and a highly stylized work of fiction that sometimes feels as accurate and sobering as the crime reporting you see on the front page of this newspaper.",1
" Sadly, Simien would rather introduce confrontational mischief than actually show his homework. ",0
" There are only so many monster-centric jokes to be made before they become toothless, and only so many ways to preach tolerance before it sounds more like blunt moralizing. ",0
" Pixar, of course, remains the gold standard for animated family films, but the Spy vs. Spy-style antics of Despicable Me and those lovable Minions probably guarantee that Despicable Me will produce some progeny.",1
 The newest thriller from the Academy Award-nominated writer does not disappoint.,1
" Rogen and Byrne, in particular, have grown into quite the complementary comedic duo in both Neighbors flicks, and it's that pairing that will earn my ten bucks once again whenever the inevitable Neighbors 3 shows up at my local multiplex.",1
" As Lion King did before it, Toy Story revived the art of American children's animation, and ushered in a set of smart movies that entertained children and their parents. It's a landmark movie, and doesn't get old with frequent repetition.",1
" Fast-paced, inventive animated comic adventure of a Stone Age family gets an extra boost from the lively vocal performances of stars Nicolas Cage, Emma Stone and Ryan Reynolds.",1
" ""Vacation"" attempts to recreate the charm of the classic with actors who know how to read the lines but don't embody the characters. And they're forced to speak within a lazily written story that doesn't add enough to justify coming back.",0
" Are we any the wiser at the end of this exercise in beautiful, messed-up nihilism? Not a bit. Could we stop watching? Not for a moment.",1
 U.S. soldiers try to establish a base of operations in Afghanistan's Korengal Valley. Rough-hewn documentary shows front-line fighting in vivid detail.,1
" Magical tale about a French and Arab boy's adventures, but the sparkling artwork is dulled by the lackluster plot.",0
" One of those rare, so-bad-it's-good shoot-'em-ups.",0
" What sets the engrossing ""Stranger by the Lake"" apart is that its excesses seem to point to a moral purpose beyond shock or entertainment value.",1
" There are enough surprises to let you leave the theater mostly satisfied, if not exactly transformed.",1
 The action sequences in this movie are better than anything most movies or franchises could ever hope to get.,1
 Allied is as if a snazzy new copy machine was supposed to print out a presentation in eye-popping colors and ended up spitting it out in plain old black and white. You can read it but it's dull to look at.,0
 A mystic and mesmerizing journey of adventure and self-discovery.,1
" The sum is effectively greater than the parts, but Tarantino knocks one out of the park with a brilliant action-thriller that stands up on its own merit.",1
" Its epic imagery - the rows of soldiers, the rain of spears, the surging forces - is undercut by the Saturday-matinee cheesiness of the concept.",0
" Inglourious Basterds is not boring, but it's ridiculous and appallingly insensitive-a Louisville Slugger applied to the head of anyone who has ever taken the Nazis, the war, or the Resistance seriously.",0
" As the grizzled Peter Pan, Murray puts in his most understated and complex performance; he's by turns pathetic, obnoxious, and scintillating.",1
" Robin Campillo's drama is sweet and neat, as ambitious as it is gripping.",1
 Barely fresh. Some fun bits. A half hour too long for what it is. Superhero fatigue setting in.,1
 Pixar produces the best movies on the planet. Period. Want proof? After Toy Story 3 the audience cried then cheered. And critics cried. Critics don't cry. Ever.,1
" A mishmash of epic action, close quarter combat, and family drama that feels neither grand nor intimate, just confused.",0
 Fair enough rendering of a fanciful event.,1
" The end product is surprisingly engaging, thanks at least in part to a pair of very stinky feet.",1
 exactly what you'd expect from a spoof of found footage movies released in January without advanced screenings for critics,0
" Big, bright, brassy and almost dangerous to know, Chicago does to sceptics what Al Capone did to stool pigeons.",1
" Wrong-headed in every way, it fails both as a spy thriller and as a throwback to '70s exploitation flicks.",0
" One of Boorman's best, most personal films.",1
 It's like Arrested Development without the irony.,0
" Werner Herzog, better known as one of the finest living directors, plays a bad guy with Teutonic relish. If he doesn't watch it, he'll have a whole other career for himself playing dead-eyed villains.",1
" Jacobs not only uses comedy to tell a brilliantly crafted and highly believable story, but is also able to keep his audiences hooked till the very end thanks to his impressive screenplay and faultless storytelling prowess.",1
 As inert as an artificial tree and as pointless as eggnog without brandy.,0
 Jobs feels more like a movie about Apple than the man who founded it.,0
" I Kill Giants might work great for a target audience of misunderstood tween/teenagers who are looking for something more somber and personal than Harry Potter, but I don't think it'll mean much to anyone else.",1
" A stale, murky drama so oversimplified that its politics boil down to a single tidy, elementary-level message: torture is bad.",0
" Though a decidedly minimalist action picture, Arctic achieves maximum impact thanks to Mikkelsen's rugged, yet tender portrayal of a man whose only choice is to chill, or be chilled.",1
" Subtle as a brick, Jeepers Creepers 2 is what it is, and you either love it or hate it. Still, you have to admit that the Creeper (Jonathan Breck) is a fun villain.",1
" Nemes isn't able to place us directly in Saul's shoes, but we can more than imagine living in his skin, feeling the pain - literal and metaphoric - and seeing, up close and personal, the shape he's in.",1
" A standard, by the numbers romantic comedy.",0
 The end result plays out like a George Lucas film without spaceships and lightsabers.,0
 Barbra's speed-yapping makes her mollycoddling mum Joyce even more annoying than she is supposed to be.,0
" There was a dark side to this complex man, and while it takes director Daniel Junge a while to get there, he does eventually in ""Being Evel,"" his entertaining and sometimes uncomfortable documentary about the daredevil.",1
" The Hunted . . . has the pacing of a chase movie, the atmosphere of a horror film and the tired formula of a morally bankrupt Tinseltown action flick.",0
" The Day The Earth Stood Still is a missed opportunity for sure - you'll leave the cinema not enlightened or entertained, but wondering just how mankind's last stand could wind up being so fatally underwhelming.",0
" Lucy wakes up every morning with no memory of anything that happened the day before. For the rest of us, everything in this movie is just too, too familiar.",0
 Starts out far more interesting and entertaining than it turns out to be. ,0
" Once again writer and producer Luc Besson has cranked out another second-tier, unpretentious action entertainment with a minimum of fuss. ",1
" For those of us who like some quick, no nonsense ass-kicking action, Sleepless will provide the simplest thrills and entertainment.",1
" I'm... pleased?... not sure if that's the right word... surprised or relieved, maybe, like finding out you get to be the front part of the human centipede... to report that this not-very-good wedding farce is also not the worst film of all time.",0
" While a few of the film's more preposterous story elements do remain glaring, Red Eye is nonetheless enjoyable and exciting, something more than merely a guilty pleasure.",1
" Raimi gives this unapologetic fluff a mind, a heart and a keen sense of fun.",1
" The ending is the best scene in the best movie of the year, a deeply moving smiling-through-tears moment that I won't soon forget.",1
" If there's a soft spot in your heart for the sword-&-sandal epic, then you'll swoon with giddy delight over Gladiator.",1
" Trash--grubby and nonsensical, with lame dialogue, wretched overacting and clumsily staged action sequences.",0
" You can understand why someone would detest the person who wrongs them, though it's hard to take [the dialogue] seriously, and keep a straight face when even someone as competent as Joshi is spouting it.",0
" Fire at Sea is a documentary that could change the world if the right people see it, and all intelligent and engaged viewers who experience it will not be left unchanged.",1
" The movie doesn't stink. The performances are good, potentially great, especially Vince Vaughn as Norman Bates, but he owns a scene just for doing that psychotic giggle of his.",0
